Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1999-03-10 00:00:00-05:00,43.237084060724975,43.26351259621441,42.52351360251007,43.184226989746094,5232000,0.0,0.0,0.0
1999-03-11 00:00:00-05:00,43.5013707308473,43.752441825587916,42.54994342446182,43.39565658569336,9688600,0.0,0.0,0.0
1999-03-12 00:00:00-05:00,43.237090388189685,43.26351892754677,41.99494903840673,42.33852005004883,8743600,0.0,0.0,0.0
1999-03-15 00:00:00-05:00,42.655629574673846,43.60705625663683,42.20634475263577,43.55419921875,6369000,0.0,0.0,0.0
1999-03-16 00:00:00-05:00,43.73920611669584,44.109205443362754,43.26349269669552,43.9242057800293,4905800,0.0,0.0,0.0
1999-03-17 00:00:00-05:00,43.92420941439542,43.977066465435605,43.47492448055383,43.6070671081543,3965000,0.0,0.0,0.0
1999-03-18 00:00:00-05:00,43.55421177413886,44.479210203808066,43.54099751085787,44.452781677246094,4848400,0.0,0.0,0.0
1999-03-19 00:00:00-05:00,45.03423077977235,45.03423077977235,43.28994719323187,43.316375732421875,7160400,0.0,0.0,0.0
1999-03-22 00:00:00-05:00,43.50134703817008,43.60706112574765,42.708491381338305,42.787776947021484,5024800,0.0,0.0,0.0
1999-03-23 00:00:00-05:00,42.54993783069176,42.708509027576326,41.20208265717295,41.281368255615234,10962400,0.0,0.0,0.0
1999-03-24 00:00:00-05:00,41.65137028649865,42.70851166432856,41.0170854598007,42.68208312988281,8447000,0.0,0.0,0.0
1999-03-25 00:00:00-05:00,43.342789680727066,44.24135971069336,43.058682980075965,44.24135971069336,8133800,0.0,0.0,0.0
1999-03-26 00:00:00-05:00,43.871358189605864,44.373500241173645,43.58064437027715,43.76564407348633,8256200,0.0,0.0,0.0
1999-03-29 00:00:00-05:00,44.29421532904352,45.377785035780256,44.02993003471748,45.351356506347656,5113800,0.0,0.0,0.0
1999-03-30 00:00:00-05:00,45.298495476234685,45.66849485585387,44.84921051526853,45.034210205078125,4940600,0.0,0.0,0.0
1999-03-31 00:00:00-05:00,45.77422075118246,45.827077819024474,44.24136578376411,44.37350845336914,8256600,0.0,0.0,0.0
1999-04-01 00:00:00-05:00,45.66848794053566,45.721344986763135,44.55848996975875,45.29848861694336,8715800,0.0,0.0,0.0
1999-04-05 00:00:00-04:00,46.031884311018764,47.00313262359516,45.747777661761724,46.93706130981445,5697200,0.0,0.0,0.0
1999-04-06 00:00:00-04:00,46.88421841369784,47.54493175098219,46.487790411327225,47.02957534790039,7522400,0.0,0.0,0.0
1999-04-07 00:00:00-04:00,47.4656286721606,47.571342767198814,45.536346437713085,46.54063034057617,11923600,0.0,0.0,0.0
1999-04-08 00:00:00-04:00,46.46134437238666,47.135271722498075,45.50991752517056,46.91062927246094,7952400,0.0,0.0,0.0
1999-04-09 00:00:00-04:00,46.83135177253475,47.30706527812483,46.69920913209306,47.201351165771484,4946800,0.0,0.0,0.0
1999-04-12 00:00:00-04:00,46.0913715900133,47.201370217754445,46.03851451250182,46.88422775268555,10934000,0.0,0.0,0.0
1999-04-13 00:00:00-04:00,47.17493385314941,47.28064799063546,45.87993566894531,46.249935150146484,9962200,0.0,0.0,0.0
1999-04-14 00:00:00-04:00,46.831338519034304,46.884195560252174,44.40652175316444,44.66419982910156,21253800,0.0,0.0,0.0
1999-04-15 00:00:00-04:00,44.822805713090155,45.344769399902376,43.237093246825175,45.272090911865234,17650600,0.0,0.0,0.0
1999-04-16 00:00:00-04:00,45.16636566877795,45.16636566877795,43.71279626457503,43.950653076171875,17274000,0.0,0.0,0.0
1999-04-19 00:00:00-04:00,44.241364454395764,44.61136391817207,41.446547076228285,41.889225006103516,19460600,0.0,0.0,0.0
1999-04-20 00:00:00-04:00,41.704218107267046,43.18421570803191,41.30779017849074,42.84064483642578,17413600,0.0,0.0,0.0
1999-04-21 00:00:00-04:00,43.2370822464698,44.98136551558166,42.655654490099174,44.95493698120117,10940400,0.0,0.0,0.0
1999-04-22 00:00:00-04:00,45.377783187403296,46.30278167986638,45.08046224339731,46.17063903808594,13630600,0.0,0.0,0.0
1999-04-23 00:00:00-04:00,45.93280534474863,47.12208971788654,45.457091595493466,46.77851867675781,7064400,0.0,0.0,0.0
1999-04-26 00:00:00-04:00,47.095640876387655,48.205639146201506,46.94367682754409,47.85546112060547,5421000,0.0,0.0,0.0
1999-04-27 00:00:00-04:00,48.205651780158966,48.44350861460054,46.520832536197815,47.1220817565918,16482800,0.0,0.0,0.0
1999-04-28 00:00:00-04:00,46.725653813414176,46.88422503676287,45.305119937582155,45.50994110107422,7676800,0.0,0.0,0.0
1999-04-29 00:00:00-04:00,45.298505738412466,45.56279106944171,44.188507348089644,45.13993453979492,19148200,0.0,0.0,0.0
1999-04-30 00:00:00-04:00,45.77421204998023,46.01206881005519,43.818500911586156,45.430641174316406,15295200,0.0,0.0,0.0
1999-05-03 00:00:00-04:00,45.298493645205134,45.48349332753678,44.43295941715352,45.192779541015625,11109800,0.0,0.0,0.0
1999-05-04 00:00:00-04:00,45.27208122212619,45.9856516792175,44.214939804213145,44.479225158691406,15428400,0.0,0.0,0.0
1999-05-05 00:00:00-04:00,44.505645611156915,45.82707214355469,43.157790548111194,45.82707214355469,12642600,0.0,0.0,0.0
1999-05-06 00:00:00-04:00,45.40420422648185,45.80063208643367,43.73920721468421,44.16206359863281,15173400,0.0,0.0,0.0
1999-05-07 00:00:00-04:00,44.558503237023814,44.92850267078321,43.60707612164253,44.79636001586914,16430400,0.0,0.0,0.0
1999-05-10 00:00:00-04:00,45.08707623615443,45.549575552762114,44.5585055886028,45.24564743041992,10604200,0.0,0.0,0.0
1999-05-11 00:00:00-04:00,45.61563479756404,46.19706235581804,45.35134954381222,45.959205627441406,8800800,0.0,0.0,0.0
1999-05-12 00:00:00-04:00,46.17063061351507,47.06920041366362,44.822775913292254,46.91062927246094,12507400,0.0,0.0,0.0
1999-05-13 00:00:00-04:00,47.28066622211794,47.35995185580511,45.82709627118641,46.03852462768555,9864000,0.0,0.0,0.0
1999-05-14 00:00:00-04:00,45.139938041995045,45.66850874506291,44.82279562015433,45.16636657714844,12205400,0.0,0.0,0.0
1999-05-17 00:00:00-04:00,44.76994405078518,46.11779950922086,44.32726603257346,45.97904968261719,9906800,0.0,0.0,0.0
1999-05-18 00:00:00-04:00,45.93279454008812,46.19707989417378,45.245652619465396,45.77422332763672,9267800,0.0,0.0,0.0
1999-05-19 00:00:00-04:00,45.95921941987474,46.43493301939041,45.24564902060124,46.408504486083984,7985600,0.0,0.0,0.0
1999-05-20 00:00:00-04:00,46.507591553583204,46.507591553583204,45.06062997520066,45.13330841064453,5997200,0.0,0.0,0.0
1999-05-21 00:00:00-04:00,45.27205906184852,45.404201674405,44.47920338650967,44.71706008911133,10958600,0.0,0.0,0.0
1999-05-24 00:00:00-04:00,44.796351067870944,44.87563664498222,43.289925102756705,43.58063888549805,9569800,0.0,0.0,0.0
